system:index,elevation,evi,msavi2,naip_NDVI,nbi,nbr,nbr_max_var,nbr_var_median,nbr_var_pct,nd_median,ndvi,ndvi_diff,roughness,slope,tri,.geo
00000000000000000000_0,973.718,0.3508852588772985,0.21334314998425252,0.93043476,0.30057606,0.7351186,0.04319207887534556,3.8312259444661656E-4,4.948613991933026E-4,0.8918919,0.6317196,-0.011976302,76.089516,9.668309,1.6496460673681592,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.2421508094861,48.18325130466822]}"
00000000000000000001_0,1361.6893,0.4822247586758516,0.3060564851622451,0.46666667,0.3135068,0.7556008,0.044714621358511265,0.02372920894769409,0.022027691576166575,0.4408602,0.7227723,-0.13758266,117.971054,22.639847,1.2476944758518715,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.11935568442881,47.93540611777964]}"
00000000000000000002_0,584.14624,0.27528567944721544,0.1875414313693755,0.094736844,0.34301147,0.2998232,0.00896904274012476,0.004676360543809321,0.007753366485958708,0.17948718,0.3271506,0.12947735,131.2882,22.978764,1.0254354574965048,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.55081194110957,48.16043409645158]}"
00000000000000000003_0,670.1145,0.2548180953674018,0.15557455055639535,0.2413793,0.34916255,0.3116875,0.016653552658535686,0.0017326260258040266,0.001576672554157929,0.12781955,0.3372519,0.1183216,149.43918,28.185654,2.0194019672907078,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.19966049654725,47.8358727842992]}"
00000000000000000004_0,1708.5638,0.24846226655847795,0.15614769671060302,0.030674847,0.35313,0.22528581,0.020578490222834353,6.823917983542205E-4,4.8825744109076696E-4,0.1402439,0.3721789,-0.13702329,197.24135,44.208733,2.85734624288051,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.69256609294364,48.2049007030155]}"
00000000000000000005_0,336.129,-0.03757493195501968,-0.016764541583830117,0.1724138,0.3689904,0.49253732,0.04677982356660437,0.011130891392799214,0.006340057259599019,0.18604651,-0.16512059,0.10067695,6.2269034,0.0,0.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.61989238645836,48.25358939141477]}"
00000000000000000006_0,731.71655,0.38178557559336157,0.22697515299697746,0.32467532,0.2976548,0.6881491,0.017596506585138314,2.094371271856854E-4,1.95857282022871E-4,0.4177215,0.6247027,-0.039102077,30.187765,8.489257,0.5139329778621462,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.6058786680261,47.76849913799023]}"
00000000000000000007_0,722.57166,0.5549641548085075,0.35135022283384065,0.5566038,0.2947481,0.74401534,0.023089139257485843,1.99074883750594E-4,4.5056770955986813E-4,0.5251397,0.6989721,-0.04369563,105.25192,23.13028,0.8397754842598206,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.57677782710248,47.89614973986362]}"
00000000000000000008_0,1030.1421,0.24036499389178761,0.16786138132346584,0.013422819,0.36490542,0.1036751,0.01949888415437244,3.3089930635522846E-4,2.1323882045134676E-4,0.02097902,0.28549057,0.086256176,85.60493,17.72337,1.653223559627834,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.23658125472456,47.85518656290777]}"
00000000000000000009_0,514.87366,0.5357555686113246,0.3374425015262021,0.5013123,0.29361445,0.8250667,0.02829543479450769,1.3874067442620763E-4,0.00299072240700915,0.5508982,0.7524774,0.021154583,58.20114,17.087894,0.5757844970149024,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.29910857278114,47.8313812078786]}"
0000000000000000000a_0,1714.5082,0.3957404310325062,0.24720701847860482,0.38297874,0.28641975,0.6989996,0.06578741781149902,6.764383975932375E-4,0.002806458640157883,0.47311828,0.62606233,-0.50481224,29.892704,33.01526,0.7008709690210956,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.90762277196184,48.195558224060655]}"
0000000000000000000c_0,1637.3635,0.2982410580328169,0.21314624100673318,0.009966778,0.35267726,0.25646743,0.03396596855173583,0.0012795568391187062,7.223877768763876E-4,0.19424461,0.34534535,-0.05123505,114.487236,17.375587,1.576976829598953,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.36926242218901,47.897317549732975]}"
0000000000000000000d_0,1122.4807,0.3473723053840502,0.20713100512216753,0.43589744,0.2877872,0.7839545,0.020229529531581417,8.722795440974096E-5,2.4621885983355796E-4,0.4090909,0.659306,0.08178103,151.47986,24.842438,2.9327178963770435,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.42478288102946,48.226100943720716]}"
0000000000000000000e_0,336.27615,0.7541390481968708,0.5139553759418253,0.66212535,0.2868217,0.74543214,0.04243636369297521,0.002011692963059808,0.021944384856369292,0.63297874,0.7937249,0.022500992,13.100656,0.84688854,0.32184900838087116,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.31653588929305,47.74702940269977]}"
0000000000000000000f_0,1238.4104,0.34429923029662857,0.20461088856481296,0.35042736,0.2944984,0.7527734,0.012411943593922154,1.9963648898846387E-4,3.219000895284818E-4,0.36936936,0.6724241,-0.018205762,185.28386,34.37099,1.810555288520545,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.33180724912309,48.15198993278086]}"
00000000000000000010_0,881.77576,0.2815733248731501,0.18354540698966149,0.17938931,0.35387516,0.1474617,0.031738064138829736,0.008932236936434523,0.007878026478374517,0.09154929,0.34218732,0.059563577,37.78384,5.801632,0.7072775437953411,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.36054876393305,47.813325070667794]}"
00000000000000000011_0,1406.321,0.41837081839337587,0.2661641177532493,0.79710144,0.27679083,0.64947224,0.03207313371933007,7.198894787583399E-4,0.0011786458305556025,0.8028169,0.61524683,-0.07716969,64.75093,24.819511,0.4910150528979379,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.22894557480954,48.144084758280606]}"
00000000000000000012_0,1293.7472,0.7833276025532626,0.552259444490145,0.64089775,0.20402461,0.68069434,0.024155798252484484,1.8781686223667826E-4,0.0050245218735940345,0.6231156,0.8298094,-0.4226698,152.96506,29.027042,1.9227837948744575,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.33234623829355,48.23508409656191]}"
00000000000000000013_0,1896.1404,0.20951747990501243,0.12754770469747556,0.70149255,0.33164874,0.4774775,0.028478439724737976,0.001052197103548147,0.003639430071072036,0.74025977,0.4542857,-0.15114868,59.01467,27.050545,1.3236589880014955,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.3910016520647,48.29607970435363]}"
00000000000000000014_0,292.0938,0.030334008056967496,0.015899950963729648,-0.20116618,0.34887892,0.4414608,0.016043026797942856,8.846399318742648E-4,4.715863839861445E-4,-0.23287672,0.10502283,0.02197585,110.10615,7.2743855,3.271874348602764,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.45164250802463,48.15890696046858]}"
00000000000000000015_0,591.8147,0.5362389825995185,0.33799083845873,0.6075949,0.29514623,0.78955066,0.020275482894069816,1.3281602958681304E-4,1.4325824000471776E-4,0.47435898,0.7117804,0.038284123,8.30414,3.078702,0.7568648686942995,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.72212066579117,47.80065882516171]}"
00000000000000000016_0,1503.4388,0.5398376426775265,0.3783477119287866,0.17202798,0.2526417,0.55994487,0.05149662311707172,0.012766789622596253,0.01372149819327298,0.17271408,0.6862027,-0.29413572,184.4217,39.959976,1.5262741818058094,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.02090032928932,47.8411728444755]}"
00000000000000000017_0,551.4244,0.1283397955741345,0.0892944982460917,0.07641196,0.3891024,-0.014936248,0.007470323641611314,0.0012238721892997408,0.0010578481421235238,0.08,0.16157418,0.17008111,39.710438,10.019769,0.5044136557279383,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.04631807754805,48.12989137679152]}"
00000000000000000018_0,937.34717,0.5277025237299837,0.3529585143872039,0.06010929,0.29380995,0.57232434,0.028184104762702212,0.035469166751037035,0.046224949845274615,0.1875,0.6374659,-0.115132034,81.95354,9.151253,0.3440689943273149,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.59213444417907,47.99541357875882]}"
00000000000000000019_0,889.69995,0.20464235187783641,0.13309680256854506,-0.015503876,0.36356318,0.13951099,0.022767765273104628,6.798116043383422E-4,6.402103926325918E-4,0.03422053,0.26310217,0.10694601,48.43695,13.439393,0.9426338861104316,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.167770303961,47.85267128011223]}"
0000000000000000001a_0,806.33575,0.37484040164985305,0.2234887498390808,0.27477476,0.32043734,0.7244373,0.038295475518841354,2.7423438989027105E-4,3.938655502879751E-4,0.44387755,0.6689938,-0.020581365,75.890656,9.135,1.1487203471932603,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.72778462636296,48.21361436127145]}"
0000000000000000001b_0,1851.1084,0.4079217416357211,0.2686233918247986,0.22553192,0.2951208,0.47641236,0.012954227564982955,0.003016607871951127,0.00473906254257811,0.14716981,0.549499,-0.24779224,104.11719,24.76506,1.02920989798943,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.48748071357915,48.21253638293051]}"
0000000000000000001c_0,1322.6864,0.2221431855807485,0.1289333820194119,0.27272728,0.32726,0.76664054,0.023232919026933474,3.5978250068402495E-4,4.1811278392578366E-4,0.29801324,0.5703125,0.1403572,90.27297,31.833157,1.5686064444298604,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.19409551606756,48.1463305464909]}"
0000000000000000001d_0,1584.8284,0.30355438537524304,0.18753479685325736,0.37254903,0.3187379,0.7379747,0.05187574138811757,6.600523334192587E-4,0.027358314631380942,0.46938777,0.59212375,-0.278046,88.27753,19.268042,0.9476435442269875,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.83180496198216,48.130430365961985]}"
0000000000000000001e_0,1485.0135,0.26433863837762817,0.17857000844749793,0.15322581,0.35323384,0.10475021,0.16627030563929351,0.09266488670694922,0.09149169623860459,0.114285715,0.32751375,-0.08748381,142.61992,27.340343,0.6884379140904602,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.51020809026737,47.78412982393391]}"
0000000000000000001f_0,1038.5616,0.7541332291191274,0.5343508837840774,0.36363637,0.23642942,0.7374728,0.006366859902801991,3.5912907611002076E-4,6.466465840855307E-4,0.51111114,0.8076614,-0.33038032,85.573586,19.338772,2.2506208972257014,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.78509256720794,47.89219715261349]}"
00000000000000000020_0,1079.362,0.549733983570271,0.36086829015420807,0.5902439,0.2793566,0.57741237,0.041550707218951856,0.004291055924400267,0.019495245289970375,0.57608694,0.6951011,-0.16650459,58.922585,8.746719,1.392195389484249,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.32802975064793,47.93289083498411]}"
00000000000000000021_0,1514.0311,0.5428890011687487,0.36583564708942434,0.22178988,0.3104449,0.54149824,0.04135844984710782,0.0014593341159718776,0.003511188232714124,0.3152174,0.682243,-0.43155688,112.23782,33.1227,0.8552617343181723,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.30207301321873,48.215590654896516]}"
00000000000000000023_0,752.7337,0.15720640298633742,0.10346839672637753,-0.06122449,0.35629755,0.0024276378,0.013010894790642725,8.17480350770908E-4,8.028231218950689E-4,-0.05703422,0.17579383,0.07322322,85.07524,19.539085,0.4454804175819437,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.17028558675653,47.80775551590626]}"
00000000000000000024_0,525.11914,0.5875430977424948,0.38204311414281816,0.4224138,0.29625428,0.75441414,0.007975392800541327,5.732511442593236E-4,9.030852348521634E-4,0.41304347,0.73811835,0.04910642,23.976505,1.4543363,1.1075028319570865,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.31402060649752,47.90477356659117]}"
00000000000000000025_0,509.66443,0.5137736255532487,0.32202189387635877,0.4591195,0.26470593,0.7725381,0.030659739594845237,0.0013025099643959592,0.001403458478216102,0.46625766,0.7166213,-0.026076078,104.78952,28.963888,2.463555400078797,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.59833739392134,47.846293241594985]}"
00000000000000000026_0,1169.2601,0.20470796150491039,0.11483549098499912,0.3809524,0.3525499,0.74038464,0.03762198159116113,0.0013900313582817514,0.0033822151235225473,0.3809524,0.32018209,-0.1369812,145.95903,39.004868,1.851395134349255,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.96933703198086,48.281616828279304]}"
00000000000000000027_0,1382.6072,0.2598103510057522,0.1575321278925459,0.3081761,0.3361204,0.35686275,0.008041831625065035,0.0020361377783710277,0.001559250223771319,0.4456522,0.41905856,0.068466544,108.05347,37.045383,1.3797689383988898,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.08404731948107,48.023171521038115]}"
00000000000000000028_0,1450.5552,0.28806917939985066,0.18298645951322268,-0.0057581575,0.32932073,0.29142585,0.028563970593934,0.011578835466449628,0.009583433778517579,-0.0057581575,0.42137662,-0.021965742,102.06308,29.432917,0.814935258013397,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.2459237336794,47.96181658713275]}"
00000000000000000029_0,898.79767,0.6140327192944566,0.3968929356651316,0.46733668,0.26472148,0.7560669,0.03164010171297299,2.2502208283237124E-4,2.0368894530875536E-4,0.45180723,0.7420052,-0.17704928,242.46654,25.335882,1.016750134280038,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.73038974068692,48.15342723723545]}"
0000000000000000002a_0,335.923,-0.03671100725492116,-0.017299119632801285,-0.6226415,0.365525,0.5471698,0.03562019161122739,0.004720577014548366,0.0021186870919643885,-0.6,-0.13442604,0.110286556,43.336216,0.0,0.10203590330414493,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.2444864292248,47.99101183386664]}"
0000000000000000002b_0,1938.8732,0.1885249912377327,0.1247260946765062,0.16129032,0.36716834,-0.037072472,0.07904732949535744,0.001144621454696279,0.0010364010972605253,0.0,0.27351165,-0.25266302,78.97932,9.667075,0.34257939817029676,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.73613438422343,48.21729745393635]}"
0000000000000000002c_0,1969.3755,0.32018426682767187,0.20262930846551835,0.44615385,0.27563724,0.5376677,0.020078464566918707,0.001009525346985063,0.009076970064877121,0.79310346,0.53510326,-0.11789329,134.43945,22.821114,0.8837895466939917,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.31473468444295,48.22187886188536]}"
0000000000000000002d_0,1201.2832,0.5435536529259908,0.3736551305417955,0.23809524,0.2784689,0.60029244,0.011854735051810868,0.007222921997125598,0.007447375582963989,0.3015873,0.6676811,-0.086423516,136.28874,38.852955,0.7937064065373963,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.72876819889365,47.96558951132606]}"
0000000000000000002e_0,115.35225,0.7047282628375616,0.4549246890682051,0.42857143,0.29322883,0.75578517,0.01699768746463448,1.0704335970235235E-4,0.0017744623345556931,0.36654803,0.7814241,0.06047088,5.150283,0.9894839,0.41870985481836687,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.73721693684622,48.27919137701218]}"
0000000000000000002f_0,714.367,0.5415102585290071,0.3521259309188167,0.5474006,0.2801624,0.78676605,0.016453681578512604,2.3926091811254935E-4,2.504493068320457E-4,0.49324325,0.70232373,-0.019743204,44.819435,11.491536,0.24319376753219812,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.62528227816308,47.80820467354832]}"
00000000000000000031_0,1153.147,0.38789591328150874,0.24833346146027496,0.28125,0.27834103,0.50091296,0.024443292733321225,8.769677541560217E-4,0.007138383468144022,0.27074236,0.5588344,-0.057446122,189.33557,42.007236,4.705711202285292,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.41831501098379,47.92714161716574]}"
00000000000000000033_0,722.2476,0.5785494398354678,0.37462224504862196,0.46086955,0.25421688,0.79723203,0.027509294673074725,5.461496635428276E-5,5.336246299636471E-5,0.50769234,0.76399285,-0.0029179454,149.86185,24.689629,2.316093953939403,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.4161590543019,48.1718427005599]}"
00000000000000000035_0,450.04364,0.555044808625043,0.34706549288395844,0.44444445,0.27333337,0.77767354,0.022507385598723673,1.7209342864887844E-4,2.711414934180034E-4,0.43125,0.73770493,0.0027496219,60.923172,17.663643,0.62479308882093,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.634898825985,48.0583854801756]}"
00000000000000000036_0,1475.2633,0.1705337070514128,0.12172661812912866,0.028213166,0.36323437,0.01754386,0.021242904238415797,3.2934078042939647E-4,3.7008036103980494E-4,0.08280255,0.19466789,0.10955846,140.04022,27.644861,0.5835196483503443,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.98101055639256,48.01239173762868]}"
00000000000000000037_0,1130.678,0.25847750700459216,0.17834299415162247,0.009009009,0.33437583,0.16447647,0.010953717303118076,5.504394898643294E-4,3.320043982600121E-4,0.05846154,0.32005456,-0.005164057,110.053215,21.283485,0.38868476938016927,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.10210345669186,47.97529131639455]}"
00000000000000000038_0,1042.2961,0.39639180018451764,0.27018968229125717,0.24858756,0.3356289,0.44549742,0.06928333278980607,0.009162425136740593,0.029252145882672123,0.30870712,0.519282,-0.006423831,64.18378,24.160572,2.006028413340868,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.45954310824303,47.811258945514325]}"
00000000000000000039_0,1948.2675,0.425899928886289,0.2895156634177351,0.2,0.30790442,0.35457736,0.036959083637550426,9.009723026754818E-4,9.270824614586726E-4,0.0776699,0.57279694,-0.5258046,169.66853,44.541203,0.47715257041251785,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.9193008706554,48.232029824595905]}"
0000000000000000003a_0,747.9757,0.3692197274811103,0.22363692393099782,0.4159292,0.32094592,0.61149895,0.036078915123501074,4.4842577838100084E-4,5.269506537686208E-4,0.42016807,0.6094183,-0.15101531,54.423573,26.022018,1.37084007584647,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.49548029388966,47.93342982415458]}"
0000000000000000003b_0,1962.2413,0.24798031504854573,0.16174397106244826,0.14285715,0.33397034,0.33475327,0.021941002768020263,0.0030213353883245947,0.004927317503194223,0.12033195,0.42510122,-0.18953815,68.24716,44.106766,2.0184040106395535,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.63363661030539,47.9358552754217]}"
0000000000000000003c_0,2003.2854,0.3618951084400487,0.2580549704228448,0.36385542,0.32508975,0.18373367,0.07338627147510211,5.634734338014688E-4,8.806522150399121E-4,0.21413721,0.477211,-0.40565386,142.09444,29.552673,0.6723443879747273,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.83845249508464,47.93792140057518]}"
0000000000000000003d_0,2018.161,0.25989754740032944,0.17545117583324066,0.05485232,0.3369467,0.21856669,0.0430944376899158,2.6215900402745684E-4,2.785524669107059E-4,-0.0018484289,0.32918483,-0.2936859,161.30145,39.0197,0.8316681820618401,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.81509629769754,48.23238915070955]}"
0000000000000000003e_0,1436.8529,0.6737339228051336,0.4720288940205278,0.61538464,0.2559242,0.6762153,0.09338606428716818,1.0674774322833036E-4,0.039812927708808565,0.4574468,0.7831184,-0.40776816,183.94026,40.94474,1.299769038014984,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.64190111091929,48.032693663049784]}"
0000000000000000003f_0,1044.782,0.40515057830627615,0.2541463658822782,0.5038168,0.30789828,0.7743363,0.033854349127635755,3.0560779663701965E-4,1.7644681682238428E-4,0.44094488,0.6523605,0.054633975,113.89214,20.031895,1.5306867755851283,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.84294407150524,47.9012701369831]}"
00000000000000000040_0,381.34628,0.42611794800681313,0.27753884299887954,0.3860465,0.33003572,0.4371075,0.005300893579101166,0.001095113258862912,9.874775759989296E-4,0.32384342,0.42198494,-0.048056394,30.849058,6.0874805,1.309064074589483,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.14270730753407,47.8854597879826]}"
00000000000000000042_0,1210.6511,0.494480878133023,0.3193988876637485,0.46583852,0.27804294,0.7414656,0.05163788065114279,1.843122516473894E-4,0.001962438434485847,0.49888143,0.716768,-0.17102462,174.85477,25.133432,1.0839811392634295,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.49619894611695,47.94016718878547]}"
