system:index,B,B1,B10,B11,B12,B2,B3,B4,B5,B6,B7,B8,B9,G,N,R,VH,VV,awei_nsh,awei_sh,constant,cti,elevation,evi,msavi2,naip_NDVI,nbi,nbr,nbr_max_var,nbr_var_median,nbr_var_pct,nd_max,nd_median,ndvi,ndvi_diff,ndwi,roughness,slope,tpi,tri,.geo
00000000000000000097_0,76.0,0.13825,0.0013,0.2242,0.163,0.1173,0.1067,0.1137,0.12625,0.14715,0.16325,0.15695,0.06905,75.0,64.0,78.0,-23.08124536819242,-16.290537854935188,-0.9574874751269817,-0.22842498496174812,157,-1.7393898,631.6396,0.11270062734717014,0.06951207728561937,-0.09859155,0.36807817,0.030261545,0.003922193753818947,4.2846863646912436E-4,4.188845517994217E-4,-0.02631579,-0.07878788,0.15585968,0.0534731,-0.23052816,60.02858,29.21412,21,0.6843596423975186,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.2903005087149,47.37072513018211]}"
00000000000000000098_0,97.0,0.14895,0.00115,0.1546,0.1176,0.1321,0.1202,0.1264,0.13205,0.1439,0.1545,0.1407,0.04605,98.0,66.0,96.0,-23.372726707275543,-16.886932451136595,-0.4961749780923128,-0.0397499855607748,212,-1.7785981,206.38612,0.03935708806737638,0.022722263675467924,-0.18518518,0.3651967,0.1457177,0.002797548130242635,1.5525959957223695E-4,1.5001812193051606E-4,0.029940119,-0.13235295,0.055023775,0.047712915,-0.0012038524,44.86135,12.332576,-40,1.2906229998851744,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.02251272251888,47.06655557497924]}"
00000000000000000099_0,84.5,0.12425,0.00115,0.14935,0.07845,0.1012,0.09435,0.07275,0.11035,0.2318,0.2797,0.2789,0.05765,108.0,181.0,94.0,-15.109314813300266,-8.472034709698839,-0.5054625030606985,-0.3249124940484762,168,2.004352,368.76337,0.5388696994201035,0.33800861015715833,0.31636363,0.2966828,0.5807185,0.009796012961271782,4.0707747377494163E-4,4.841870508868751E-4,0.33582088,0.19465649,0.59471816,0.057465315,0.070277095,5.6563582,3.7486556,-3,0.21894124510332355,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.92872860685681,47.12476640539018]}"
0000000000000000009a_0,116.5,0.143,0.0014,0.2552,0.201,0.1281,0.12105,0.13245,0.14125,0.15705,0.1695,0.1654,0.0588,129.0,139.0,140.5,-22.26413379331383,-15.277140532244104,-1.1307000070810318,-0.2504250034689903,178,0.006819744,414.98434,0.08242857200263924,0.051513070762797764,-0.0053667263,0.36556602,-0.04793256,0.0021922860066020595,0.0012630541887765,8.680018790375339E-4,0.0057361377,-0.018050542,0.1240368,0.06878129,-0.27267805,9.517286,3.859336,11,0.3108983980573543,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.00373793308079,47.08038963035468]}"
0000000000000000009b_0,129.0,0.14815,0.0013,0.2192,0.17105,0.13635,0.13315,0.15415,0.1586,0.1725,0.18645,0.18215,0.06055,147.5,138.5,158.0,-22.828944687297458,-14.653693974046156,-0.860125008970499,-0.1755625121295452,156,0.32839918,268.16034,0.06455036978942838,0.04236206720273439,-0.06576729,0.3714151,0.057895534,0.0026364379513030833,0.0012094777215871618,0.001122680170732897,-0.04895105,-0.09030101,0.08826061,0.06480827,-0.1536031,30.162945,11.096442,-9,0.722679939622897,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.00230062862619,46.9384558154638]}"
0000000000000000009c_0,116.0,0.14725,0.0014,0.24615,0.19765,0.1322,0.1274,0.1494,0.15645,0.17,0.18375,0.1748,0.06125,129.0,117.0,147.0,-24.305927343472746,-10.229907792074656,-1.062237523496151,-0.23013750091195107,177,-2.5926545,365.06805,0.05881263092427627,0.038753583575990236,-0.11363637,0.37701714,-0.02011856,0.002016177142813178,4.6471403673829196E-4,3.0478184152541235E-4,-0.07581227,-0.116981134,0.08282908,0.033776633,-0.23561896,24.984077,3.4707184,7,0.7362907669804779,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.02601615212694,46.94393553869693]}"
0000000000000000009d_0,99.0,0.13525,0.0012,0.20975,0.16575,0.11475,0.1017,0.11295,0.1191,0.13135,0.14235,0.1359,0.05315,108.0,98.0,119.0,-21.48527475518498,-13.031529003752564,-0.9219874776899815,-0.19091250374913216,152,-2.1947825,533.26245,0.06020621840358876,0.03717736521774806,-0.09677419,0.38251364,-0.04510606,0.005741917425782423,0.0013144919369161997,8.159910714530935E-4,-0.07224335,-0.09859155,0.112759456,0.07254093,-0.2626981,14.746233,7.451678,17,0.39669125239009234,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.07470484052622,47.07580822240567]}"
0000000000000000009e_0,115.0,0.14795,0.0015,0.29935,0.21775,0.133,0.12945,0.15745,0.177,0.1961,0.2157,0.19845,0.0862,133.0,135.0,151.0,-21.411203421920693,-9.040385780703748,-1.3280249945819378,-0.3445125035941601,197,-0.94943833,667.1953,0.08946884498795034,0.06140022562995229,-0.055944055,0.38342467,0.03472372,0.0031611663954937324,4.559260180962136E-4,4.6707162471133025E-4,-0.048231512,-0.08064516,0.11197276,0.115067214,-0.26030025,35.362984,10.177011,5,0.3680194205652212,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.14423444351708,47.269035840019775]}"
0000000000000000009f_0,108.5,0.139,0.0013,0.23755,0.17835,0.1191,0.10855,0.1119,0.12025,0.13615,0.14655,0.14435,0.05295,118.0,124.5,127.0,-24.043865378897934,-16.46874585859813,-1.0425500385463238,-0.22696252912282944,169,0.24465908,375.72894,0.08794039022117356,0.052499586103623264,-0.009940358,0.36062437,-0.057157323,0.003267267405380583,0.0026107029936769683,0.0023967792766733075,0.007518797,-0.015625,0.13024203,0.0734256,-0.2651763,7.731878,0.5518192,0,0.43238175593053557,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.00418709072284,47.06610641733718]}"
000000000000000000a0_0,62.0,0.11335,9.0E-4,0.0111,0.00785,0.0842,0.0583,0.0361,0.03085,0.0285,0.02675,0.0232,0.00865,53.0,13.0,37.0,-26.96085562783983,-18.746855633019962,0.16141250054351985,0.17653750232420862,173,16.160816,174.581,-0.053016606873653165,-0.02410086870971606,-0.48,0.34714445,0.5000852,0.03773415907981446,8.962142123771222E-4,7.758305268409926E-4,-0.45454547,-0.49019608,-0.21859866,0.061536103,0.7893801,0.020740883,0.0,-39,0.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.03679593553638,47.22654552708092]}"
