system:index,B,B1,B10,B11,B12,B2,B3,B4,B5,B6,B7,B8,B9,G,N,R,VH,VV,awei_nsh,awei_sh,constant,cti,elevation,evi,msavi2,naip_NDVI,nbi,nbr,nbr_max_var,nbr_var_median,nbr_var_pct,nd_max,nd_median,ndvi,ndvi_diff,ndwi,roughness,slope,tpi,tri,.geo
00000000000000001838_0,84.5,0.13205,0.00275,0.2466,0.20565,0.12725,0.119,0.118,0.12125,0.1357,0.1463,0.1419,0.08275,84.5,77.0,66.0,-10.231288237558076,-5.8106721628616125,-1.1114125028252602,-0.20941250026226044,170,-2.3940747,1637.2876,0.06672064491423547,0.03838065006607527,0.07692308,0.3466026,-0.13874136,0.07305764624454167,1.7590897214096735E-4,1.2183454011773995E-4,0.46223566,0.10489511,0.099301845,-0.030882448,-0.26304185,160.12614,27.784521,-96,1.6373664908250796,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.37016073747313,48.82357043918861]}"
00000000000000001839_0,98.0,0.11565,0.0025,0.1278,0.10285,0.11035,0.0965,0.0951,0.0934,0.10535,0.10865,0.1124,0.07705,74.0,40.5,39.5,-15.440139800568378,-5.0889018663047825,-0.43613749742507935,-0.034412505105137825,84,-2.7347376,1954.1559,0.050562624106657655,0.028932986701962427,0.0125,0.3608213,0.027999287,0.07846615808147796,0.0010822682099079024,4.1890192050846E-4,0.14942528,0.02255639,0.085057184,-0.07016358,-0.0069107832,138.88646,15.075079,-3,1.7393711656144941,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.37402349319485,48.839740114302764]}"
0000000000000000183a_0,57.0,0.1254,0.0015,0.2155,0.1631,0.0982,0.0836,0.0781,0.0829,0.0917,0.0982,0.0953,0.0508,35.0,5.0,1.0,-25.304897943591385,-14.319800786036181,-0.9999500010162592,-0.19977499172091484,141,-2.7486548,1014.8028,0.05197000520914801,0.029630393673406252,0.6666667,0.35667565,-0.2235559,0.046001679201324294,2.6833977586038227E-4,1.8175559630886906E-4,0.8181818,0.71428573,0.097765364,0.06466541,-0.33524355,165.55847,29.468964,-87,0.5666198766651996,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.1127934085729,48.77452242467569]}"
0000000000000000183b_0,55.0,0.1163,0.0013,0.1756,0.127,0.0897,0.0718,0.0654,0.0727,0.0877,0.0936,0.0857,0.0539,33.0,5.0,1.0,-23.171947526851895,-14.527501873812888,-0.7858750354498625,-0.15450000762939453,106,-2.6126804,987.05743,0.06301608350334399,0.03575046773931878,0.6666667,0.36712205,-0.16306844,0.06671849483700762,0.004549222283151341,0.0012060397151451574,0.84615386,0.71428573,0.12985782,0.13850975,-0.2878942,179.07124,23.32032,-107,1.514675159578876,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.10794250603864,48.77910383262469]}"
0000000000000000183c_0,61.0,0.1205,0.0013,0.1946,0.1479,0.1115,0.0957,0.0927,0.0842,0.0949,0.1056,0.1045,0.0587,38.0,7.0,1.0,-25.771136156381548,-14.55434350116937,-0.8284499924629927,-0.13487499579787254,123,-2.3290431,916.7076,0.03578144974170197,0.019846052727419683,0.75,0.36178726,-0.15580927,0.07432087369474122,0.002908963289878868,2.0115899697291384E-4,0.84615386,0.75,0.09382423,0.14269036,-0.22005324,151.08522,31.192514,-106,2.195098562853242,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.11944094167538,48.76886303838573]}"
0000000000000000183f_0,98.0,0.1234,0.002,0.2271,0.1847,0.1332,0.1378,0.149,0.1542,0.1716,0.1783,0.1748,0.0949,62.5,11.5,18.0,-23.842806375455876,-14.122950535687693,-0.9088250175118446,-0.17132500186562538,113,-3.3429446,1904.491,0.06029162024243805,0.03938276691770348,-0.22033899,0.34380955,-0.027064063,0.06618399182213239,3.4809867763142105E-4,4.344789463307094E-4,0.15789473,-0.19402985,0.06762968,-0.100627124,-0.15045066,129.49086,29.14749,4,1.3462521812399886,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.22068107419565,48.753412015498874]}"
00000000000000001840_0,101.0,0.1324,0.002,0.2437,0.1972,0.1269,0.1249,0.1317,0.1387,0.1529,0.161,0.1587,0.0923,75.0,39.0,38.0,-14.408250949147726,-6.37155613056094,-1.0571749992668629,-0.21375000476837158,45,-3.1607502,1770.3605,0.06769295321639633,0.04235134028677778,0.012987013,0.34863102,-0.10305615,0.06921708860422626,5.724782880462687E-4,3.8553242021610243E-4,0.12280702,0.012987013,0.0875114,-0.024980426,-0.21741542,159.7382,24.97475,-82,1.8238917565191795,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.22903540633796,48.76652741864702]}"
00000000000000001841_0,117.0,0.1422,0.0019,0.2523,0.2005,0.1297,0.1293,0.1385,0.1518,0.1702,0.1796,0.1738,0.1089,102.0,73.0,82.0,-12.511641989325216,-3.2680078343264256,-1.0868249759078026,-0.2363249994814396,74,-2.9872587,1757.7941,0.08550942674414876,0.054601778340156226,-0.058064517,0.349434,-0.04862719,0.05906136105491797,0.0014368695058693468,0.0010500134705525854,0.15068494,-0.03846154,0.087707184,-0.04912445,-0.18814929,123.95613,28.528889,-73,2.5008173515108205,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.22445399838895,48.76419179890831]}"
00000000000000001843_0,59.0,0.114,0.0013,0.184,0.1416,0.093,0.078,0.0715,0.0809,0.0948,0.103,0.0953,0.0483,36.0,10.0,1.0,-27.444999081655116,-22.348738846752344,-0.8372249882668257,-0.16634998843073845,129,6.644446,866.169,0.07196417845915766,0.04142085839132903,0.8181818,0.35670105,-0.09694863,0.06748863310821299,0.002400521937132372,3.5639444476785395E-4,0.9183673,0.82608694,0.117797695,0.0701751,-0.23717622,83.04547,41.80524,-81,2.580476547683431,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.12833426298816,48.76095786388548]}"
00000000000000001844_0,63.0,0.131,0.0015,0.2265,0.1775,0.1022,0.0868,0.0795,0.0924,0.1071,0.1197,0.1027,0.0662,39.0,13.0,2.0,-24.847059232472702,-21.29966233696522,-1.0725999977439642,-0.2189750038087368,175,-4.5044613,918.9273,0.07132318623227948,0.03980811019115149,0.73333335,0.35344505,-0.15643689,0.040494444948721564,0.0026507563415768074,0.0011401053410173556,0.86206895,0.65217394,0.11406156,0.02290769,-0.32491887,145.9584,29.94084,-20,2.979400032198369,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.13228685023829,48.74326105278833]}"
00000000000000001845_0,93.0,0.1125,0.0018,0.2272,0.1827,0.0881,0.0763,0.0681,0.0759,0.0869,0.0915,0.088,0.0608,65.0,43.0,37.0,-25.160507391400927,-15.281037837163417,-1.1280249767005444,-0.2396249920129776,191,-3.374184,1699.6031,0.05952025515509371,0.034877954881772366,0.075,0.34365588,-0.2863978,0.07013982099626417,0.002037233398007432,3.2673144234261764E-4,0.375,0.073529415,0.12938005,-0.011466853,-0.41027874,141.45876,26.245056,-9,0.41555445326700835,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.05377409440624,48.77802585428375]}"
00000000000000001846_0,110.5,0.122,0.0016,0.2809,0.2194,0.0958,0.0809,0.076,0.0804,0.0918,0.1012,0.1024,0.0688,103.0,100.5,79.5,-19.795532901537218,-12.395870740870558,-1.4289500210434198,-0.3317500054836273,230,2.791967,1483.443,0.07858078282457993,0.04554655424388465,0.11666667,0.35971507,-0.32288212,0.07376366287235983,4.6113441636307095E-4,3.840973164142003E-4,0.2777778,0.13259669,0.14174542,-0.033768557,-0.46227983,123.98049,35.937077,-53,0.8692226880257165,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.05943348069619,48.77901400109628]}"
00000000000000001847_0,46.0,0.1235,0.0016,0.2186,0.1679,0.0942,0.0829,0.0776,0.0916,0.1049,0.1122,0.1031,0.0662,21.5,3.5,3.0,-21.54152478390263,-12.137572077748807,-1.030299998819828,-0.2230750024318695,172,1.4629412,1205.8317,0.07393875869993749,0.04387767291292333,0.07692308,0.34903806,-0.19800214,0.07852953077352727,3.0630051141754266E-4,1.0086484417290431E-4,0.07692308,0.07692308,0.11678116,0.001790829,-0.3552759,117.991936,32.649,-88,2.695507264484644,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.06410472017362,48.78485305044306]}"
00000000000000001848_0,107.0,0.1406,0.0018,0.3385,0.2734,0.113,0.1009,0.0996,0.1047,0.1173,0.1282,0.1263,0.0706,106.0,106.0,85.0,-13.889006005681141,-4.378761250686809,-1.7338249906897545,-0.4002999998629093,216,2.575955,1015.8902,0.07616386316975272,0.04419031896265113,0.109947644,0.35629985,-0.30392632,0.03672757928842233,0.001970890273819137,1.893060119497192E-4,0.36507937,0.09947644,0.1139576,-0.014988087,-0.470651,89.12556,25.030882,-167,1.8537503978402756,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.07937608000364,48.78961412144889]}"
00000000000000001849_0,216.0,0.1146,0.0028,0.2116,0.1754,0.0916,0.078,0.0712,0.0798,0.0873,0.0936,0.0875,0.0753,213.0,187.0,209.0,-25.469994803568152,-14.608698403805906,-1.0386250261217356,-0.20590000227093697,180,-3.9124212,2323.3484,0.049232815670246524,0.028432696882937925,-0.055555556,0.35215947,-0.27407408,0.10667439925247109,0.017970321122853017,0.004417051736243793,-0.0022675737,-0.028846154,0.090655506,-0.010644583,-0.3831926,111.097916,35.694923,85,1.940219729217534,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.92459635654986,48.955802449011]}"
0000000000000000184a_0,222.5,0.1296,0.0029,0.2305,0.2001,0.1224,0.1216,0.1309,0.1295,0.1425,0.1513,0.1582,0.0987,221.5,217.0,218.5,-23.521493374099805,-13.990382022692225,-1.0254249945282936,-0.2066749855875969,232,-3.5038688,2245.2803,0.06654641465968036,0.04287306311633288,-0.0034443168,0.35129365,-0.120068125,0.062324941358329215,0.008944058172492636,0.0015870900097312585,0.0033975085,-0.0022935779,0.084295206,-0.062422626,-0.24118565,149.3046,27.839418,44,2.270090966704375,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.93142355270916,48.96056352001684]}"
00000000000000001856_0,94.0,0.1422,0.0014,0.1951,0.1424,0.1162,0.0986,0.0929,0.0905,0.1035,0.1123,0.1147,0.0448,109.5,103.0,117.0,-29.749234098621322,-23.084954931903802,-0.8062749672681093,-0.13759998604655266,177,-4.1291513,595.7453,0.06807393362076171,0.03655114651088953,-0.06363636,0.35911602,-0.086124405,0.00851702043554939,5.311309517243845E-4,2.3757346963951959E-4,0.12893982,-0.021943573,0.10578609,0.048985615,-0.18117854,186.2521,53.807938,16,5.161645425839691,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.50077120550226,48.97484673303434]}"
