system:index,B,B1,B10,B11,B12,B2,B3,B4,B5,B6,B7,B8,B9,G,N,R,VH,VV,awei_nsh,awei_sh,constant,cti,elevation,evi,msavi2,naip_NDVI,nbi,nbr,nbr_max_var,nbr_var_median,nbr_var_pct,nd_max,nd_median,ndvi,ndvi_diff,ndwi,roughness,slope,tpi,tri,.geo
00000000000000000d71_0,123.0,0.1307,0.0014,0.29555,0.2089,0.12185,0.11145,0.11505,0.1386,0.18105,0.20485,0.20595,0.08065,138.0,142.0,149.0,-11.756881363497907,-4.64169103480637,-1.3623624630272388,-0.4039999917149544,211,-3.9076886,781.29034,0.23132714299035484,0.1433085541029877,-0.024054984,0.36012632,0.05481966,0.009999841775549165,4.945643771384067E-4,3.710423906507516E-4,0.54444444,0.02112676,0.265911,0.01690337,-0.30011678,131.97409,41.936127,83,1.6138572892846639,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-117.98800826704499,48.8422553970983]}"
00000000000000000d72_0,128.0,0.1318,0.00145,0.2975,0.22235,0.1228,0.1165,0.12365,0.13665,0.16,0.1837,0.18575,0.0709,142.0,129.0,151.0,-18.113222327494906,-10.073577028453656,-1.381900068372488,-0.3664125166833401,222,-3.900352,749.76636,0.15422439246098935,0.09748724015167642,-0.07857143,0.3580383,-0.03781495,0.00677675818720427,0.0010573304941614817,7.137839029720188E-4,0.25283018,-0.053003535,0.18578719,0.04437992,-0.32206696,92.26216,27.577599,54,2.5601065276214374,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-117.99303883263606,48.83938078818911]}"
00000000000000000d73_0,117.0,0.1233,0.00115,0.22755,0.1678,0.1273,0.1264,0.13775,0.14195,0.18405,0.20375,0.1969,0.05975,133.0,119.0,142.0,-22.938356255510275,-16.955519910605993,-0.9152750074863434,-0.23532501235604286,225,0.2910451,416.1215,0.13837550506589263,0.09078976395591054,-0.08812261,0.35419595,0.1349499,0.004650802177698722,1.5495919169705719E-4,8.794665174905597E-5,0.38197425,-0.0078125,0.1701338,-0.0035243183,-0.14909218,76.5823,36.188175,-80,1.4064281233664635,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-117.9564774005724,48.81620425385883]}"
00000000000000000d74_0,78.0,0.12495,0.00145,0.17315,0.10905,0.09565,0.07985,0.0752,0.0872,0.1145,0.13245,0.1284,0.05835,77.0,57.0,76.0,-25.181857303505772,-22.29069896096658,-0.7051874939352274,-0.1843124907463789,195,-3.5136335,522.55865,0.154252082271971,0.09129054974165063,-0.14285715,0.36298364,0.17993313,0.014330427155906636,0.001480781816275284,9.656580660727075E-4,0.5146443,0.039711192,0.26216483,0.08842823,-0.108919345,109.17551,42.53887,9,1.9052217558691364,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-117.9700419613626,48.820695830279426]}"
00000000000000000d75_0,199.0,0.13115,0.00115,0.3159,0.21745,0.2029,0.20135,0.21045,0.25295,0.2847,0.30925,0.26845,0.07215,209.0,188.0,212.0,-25.222726308038524,-19.76402182975494,-1.1232999563217163,-0.22461246699094772,163,-1.834907,538.6727,0.14364970321937082,0.07959921459364516,-0.06,0.34488368,0.21430126,0.0044995024934831734,3.5827642070877797E-4,4.068861628442749E-4,0.5633188,0.053030305,0.09318874,-0.020243295,-0.035480745,103.97641,54.543724,2,0.868977839686064,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-117.96644870022612,48.83444005412645]}"
00000000000000000d76_0,125.0,0.1422,0.0016,0.3114,0.22795,0.1296,0.121,0.1307,0.14095,0.1675,0.18835,0.19285,0.07245,138.5,130.5,148.5,-13.868273450201356,-6.414793103791156,-1.4366750046610832,-0.38126248493790627,228,-4.27334,611.34094,0.1545942638321245,0.09640960227621054,-0.06451613,0.36532915,-0.027959734,0.0062286288390144265,3.1782062629246745E-4,2.528771723863541E-4,0.3029613,-0.052208837,0.18491912,0.021120042,-0.31208894,128.62611,32.568844,33,3.7393434667754137,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-117.99537445237476,48.81916869429642]}"
00000000000000000d77_0,128.0,0.1304,0.0014,0.2735,0.192,0.1229,0.1103,0.1118,0.12935,0.16505,0.18305,0.18605,0.06695,136.0,127.0,142.0,-15.114081581060805,-8.861787928755133,-1.2273124977946281,-0.33867499604821205,211,-2.792096,568.045,0.19850817797642206,0.11845453973775955,-0.055762082,0.36057973,0.046709754,0.006144744974666476,3.3254181044994717E-4,1.4423449390373651E-4,0.34673366,-0.01904762,0.24075116,-0.024472505,-0.26919436,96.83611,42.69695,10,0.43511136722780747,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.00471693132961,48.81719240067136]}"
00000000000000000d78_0,126.5,0.1329,0.0015,0.29155,0.2059,0.12405,0.1182,0.13125,0.14295,0.17145,0.1937,0.1912,0.0636,145.0,126.5,158.0,-17.179125861439914,-10.30304009919998,-1.3074250519275665,-0.3560500293970108,196,-3.085095,455.71173,0.14296618499558397,0.0929881457323336,-0.11072056,0.36706826,0.025460685,0.0037046098518887633,0.0014650108386343882,0.0012909803024221264,0.25668448,-0.035799522,0.17715743,0.022155717,-0.2658455,99.929794,31.89355,-41,1.4695457153860438,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.00220164853408,48.81602459080201]}"
00000000000000000d79_0,109.5,0.1251,0.0014,0.244,0.16455,0.11075,0.1031,0.10905,0.12445,0.16245,0.181,0.17105,0.06475,124.0,116.5,137.0,-19.802709009158143,-15.481248137607707,-1.0588750205934048,-0.2952124997973442,219,-0.6128931,489.7688,0.15582195711195745,0.09981615649133313,-0.08086785,0.3614122,0.09968865,0.0051692039262351734,0.0012156023451383169,0.0012789606977768701,0.41747573,-0.012,0.19938473,0.10116102,-0.23260473,91.37729,30.225637,-14,1.0813960881569435,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-118.0000456918522,48.81800088442707]}"
00000000000000000d7a_0,119.0,0.13355,0.0014,0.30085,0.2166,0.11835,0.11165,0.1214,0.161,0.19465,0.21445,0.19495,0.06875,130.5,128.0,143.0,-11.803659165171718,-4.42272857197824,-1.401187527924776,-0.40037501230835915,195,-3.016392,419.82153,0.17753264853813022,0.1154195859578604,-0.055350553,0.36454183,0.051102713,0.002911678805567851,2.3837929116542027E-4,1.4152631426673492E-4,0.3678161,-0.010309278,0.24022155,0.057564497,-0.3279298,84.83961,52.59807,-37,1.1212536558860973,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-117.99564394696,48.816833074557714]}"
